ticket_id,customer_id,date,issue_type,priority,description,source_event
T1867,C38329,2026-04-21,Order Tracking,Low,Unable to track order,Normal Operations
T1868,C26499,2026-04-21,Product Inquiry,Medium,Need more product information,Normal Operations
T1869,C26029,2026-04-21,Order Tracking,Medium,Unable to track order,Normal Operations
T1870,C58900,2026-04-21,Order Tracking,High,Order status not updated,Normal Operations
T1871,C57805,2026-04-22,Refund Request,Low,Refund not processed,Normal Operations
T1872,C37384,2026-04-22,Refund Request,Medium,Customer requested refund,Normal Operations
T1873,C15734,2026-04-22,Return Request,High,Customer wants to return product,Normal Operations
T1874,C9248,2026-04-22,Account Question,Medium,Question regarding account settings,Normal Operations
T1875,C34930,2026-04-22,Product Inquiry,Low,Need more product information,Normal Operations
T1876,C84665,2026-04-22,Product Inquiry,Low,Need more product information,Normal Operations
T1877,C78210,2026-04-22,Refund Request,High,Refund not processed,Normal Operations
T1878,C44723,2026-04-22,Return Request,Low,Customer wants to return product,Normal Operations
T1879,C58761,2026-04-23,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T1880,C81900,2026-04-23,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T1881,C83566,2026-04-23,Order Tracking,Medium,Need tracking information,Normal Operations
T1882,C768,2026-04-23,Order Tracking,High,Unable to track order,Normal Operations
T1883,C15333,2026-04-23,Refund Request,Medium,Refund not processed,Normal Operations
T1884,C42499,2026-04-23,Product Inquiry,Medium,Question about product specifications,Normal Operations
T1885,C17195,2026-04-23,Account Question,Low,Unable to update account information,Normal Operations
T1886,C43724,2026-04-23,Refund Request,Medium,Refund not processed,Normal Operations
T1887,C59239,2026-04-23,Order Tracking,High,Order status not updated,Normal Operations
T1888,C2148,2026-04-23,Order Tracking,Low,Need tracking information,Normal Operations
T1889,C61109,2026-04-23,Return Request,Low,Return process inquiry,Normal Operations
T1890,C37756,2026-04-24,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1891,C35695,2026-04-24,Order Tracking,High,Need tracking information,Normal Operations
T1892,C9491,2026-04-24,Return Request,Medium,Customer wants to return product,Normal Operations
T1893,C61992,2026-04-24,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1894,C31827,2026-04-24,Product Inquiry,Medium,Need more product information,Normal Operations
T1895,C77991,2026-04-24,Order Tracking,Medium,Need tracking information,Normal Operations
T1896,C78053,2026-04-24,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T1897,C39644,2026-04-24,Order Tracking,Low,Need tracking information,Normal Operations
T1898,C28805,2026-04-24,Refund Request,Low,Refund not processed,Normal Operations
T1899,C38507,2026-04-25,Return Request,Medium,Customer wants to return product,Normal Operations
T1900,C9970,2026-04-25,Product Inquiry,Low,Need more product information,Normal Operations
T1901,C39463,2026-04-25,Order Tracking,Medium,Need tracking information,Normal Operations
T1902,C61314,2026-04-25,Refund Request,High,Customer requested refund,Normal Operations
T1903,C65642,2026-04-25,Order Tracking,Medium,Unable to track order,Normal Operations
T1904,C13276,2026-04-25,Product Inquiry,Low,Question about product specifications,Normal Operations
T1905,C71750,2026-04-25,Account Question,High,Unable to update account information,Normal Operations
T1906,C75404,2026-04-25,Order Tracking,Medium,Order status not updated,Normal Operations
T1907,C95336,2026-04-25,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T1908,C22761,2026-04-25,Account Question,Low,Question regarding account settings,Normal Operations
T1909,C65615,2026-04-25,Product Inquiry,Medium,Question about product specifications,Normal Operations
T1910,C73954,2026-04-25,Refund Request,Medium,Customer requested refund,Normal Operations
T1911,C18563,2026-04-26,Product Inquiry,Low,Need more product information,Normal Operations
T1912,C92919,2026-04-26,Product Inquiry,Low,Need more product information,Normal Operations
T1913,C67907,2026-04-26,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T1914,C45891,2026-04-26,Refund Request,Low,Customer requested refund,Normal Operations
T1915,C20609,2026-04-26,Return Request,Medium,Customer wants to return product,Normal Operations
T1916,C57677,2026-04-26,Account Question,Medium,Unable to update account information,Normal Operations
T1917,C32464,2026-04-26,Account Question,High,Question regarding account settings,Normal Operations
T1918,C33124,2026-04-26,Product Inquiry,High,Need more product information,Normal Operations
T1919,C29,2026-04-26,Order Tracking,Low,Unable to track order,Normal Operations
T1920,C47658,2026-04-27,Return Request,High,Need assistance with return,Normal Operations
T1921,C13504,2026-04-27,Order Tracking,Medium,Need tracking information,Normal Operations
T1922,C50391,2026-04-27,Product Inquiry,High,Need more product information,Normal Operations
T1923,C26141,2026-04-27,Product Inquiry,Low,Need more product information,Normal Operations
T1924,C99765,2026-04-27,Refund Request,Medium,Customer requested refund,Normal Operations
T1925,C50569,2026-04-27,Order Tracking,Medium,Unable to track order,Normal Operations
T1926,C29505,2026-04-27,Account Question,Medium,Question regarding account settings,Normal Operations
T1927,C68608,2026-04-27,Order Tracking,Low,Order status not updated,Normal Operations
T1928,C66577,2026-04-27,Return Request,High,Customer wants to return product,Normal Operations
T1929,C16460,2026-04-27,Order Tracking,High,Order status not updated,Normal Operations
T1930,C19158,2026-04-27,Order Tracking,High,Unable to track order,Normal Operations
T1931,C83029,2026-04-27,Account Question,High,Question regarding account settings,Normal Operations
T1932,C29681,2026-04-27,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T1933,C36446,2026-04-28,Refund Request,Low,Requesting refund for recent purchase,Normal Operations
T1934,C24075,2026-04-28,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T1935,C68323,2026-04-28,Order Tracking,Low,Need tracking information,Normal Operations
T1936,C25989,2026-04-28,Account Question,High,Question regarding account settings,Normal Operations
T1937,C95252,2026-04-28,Account Question,Medium,Question regarding account settings,Normal Operations
T1938,C9753,2026-04-28,Return Request,Medium,Return process inquiry,Normal Operations
T1939,C75433,2026-04-28,Order Tracking,Low,Unable to track order,Normal Operations
T1940,C99123,2026-04-28,Refund Request,High,Customer requested refund,Normal Operations
T1941,C86841,2026-04-28,Product Inquiry,High,Question about product specifications,Normal Operations
T1942,C96517,2026-04-28,Return Request,Medium,Return process inquiry,Normal Operations
T1943,C55983,2026-04-28,Account Question,Low,Question regarding account settings,Normal Operations
T1944,C10708,2026-04-28,Return Request,Medium,Customer wants to return product,Normal Operations
T1945,C65748,2026-04-28,Refund Request,Medium,Refund not processed,Normal Operations
T1946,C57197,2026-04-28,Order Tracking,Low,Need tracking information,Normal Operations
T1947,C88535,2026-04-29,Return Request,Low,Customer wants to return product,Normal Operations
T1948,C23520,2026-04-29,Account Question,Medium,Account related inquiry,Normal Operations
T1949,C47935,2026-04-29,Return Request,Low,Customer wants to return product,Normal Operations
T1950,C89368,2026-04-29,Refund Request,High,Refund not processed,Normal Operations
T1951,C29188,2026-04-29,Order Tracking,Medium,Order status not updated,Normal Operations
T1952,C90640,2026-04-29,Return Request,Medium,Need assistance with return,Normal Operations
T1953,C87581,2026-04-29,Order Tracking,Medium,Unable to track order,Normal Operations
T1954,C83097,2026-04-29,Refund Request,Low,Customer requested refund,Normal Operations
T1955,C98257,2026-04-30,Refund Request,Low,Requesting refund for recent purchase,Normal Operations
T1956,C73397,2026-04-30,Account Question,Medium,Unable to update account information,Normal Operations
T1957,C73367,2026-04-30,Account Question,Low,Unable to update account information,Normal Operations
T1958,C81384,2026-04-30,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T1959,C75702,2026-04-30,Refund Request,Medium,Customer requested refund,Normal Operations
T1960,C41955,2026-04-30,Product Inquiry,Medium,Need more product information,Normal Operations
T1961,C40644,2026-04-30,Order Tracking,High,Need tracking information,Normal Operations
T1962,C66395,2026-04-30,Account Question,Medium,Account related inquiry,Normal Operations
T1963,C85375,2026-04-30,Account Question,Low,Question regarding account settings,Normal Operations
T1964,C75792,2026-04-30,Product Inquiry,Medium,Need more product information,Normal Operations
T1965,C28401,2026-04-30,Return Request,Medium,Need assistance with return,Normal Operations
T1966,C75040,2026-04-30,Product Inquiry,Low,Question about product specifications,Normal Operations
T1967,C99977,2026-04-30,Product Inquiry,Medium,Question about product specifications,Normal Operations
T1968,C78083,2026-04-30,Account Question,Medium,Unable to update account information,Normal Operations
T1969,C70401,2026-05-01,Refund Request,High,Requesting refund for recent purchase,Normal Operations
T1970,C93103,2026-05-01,Account Question,Low,Unable to update account information,Normal Operations
T1971,C65422,2026-05-01,Order Tracking,Medium,Need tracking information,Normal Operations
T1972,C49112,2026-05-01,Order Tracking,Low,Order status not updated,Normal Operations
T1973,C42720,2026-05-01,Account Question,Low,Unable to update account information,Normal Operations
T1974,C13336,2026-05-01,Return Request,High,Return process inquiry,Normal Operations
T1975,C31008,2026-05-01,Product Inquiry,Low,Question about product specifications,Normal Operations
T1976,C26394,2026-05-01,Order Tracking,Medium,Need tracking information,Normal Operations
T1977,C5994,2026-05-01,Product Inquiry,Medium,Need more product information,Normal Operations
T1978,C42943,2026-05-01,Account Question,High,Account related inquiry,Normal Operations
T1979,C92260,2026-05-01,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T1980,C29087,2026-05-01,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1981,C83570,2026-05-01,Account Question,Low,Account related inquiry,Normal Operations
T1982,C53332,2026-05-01,Return Request,Low,Return process inquiry,Normal Operations
T1983,C53015,2026-05-02,Order Tracking,High,Unable to track order,Normal Operations
T1984,C35740,2026-05-02,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T1985,C77029,2026-05-02,Product Inquiry,Medium,Question about product specifications,Normal Operations
T1986,C39030,2026-05-02,Order Tracking,Medium,Unable to track order,Normal Operations
T1987,C78219,2026-05-02,Refund Request,Medium,Requesting refund for recent purchase,Normal Operations
T1988,C46158,2026-05-02,Return Request,Medium,Need assistance with return,Normal Operations
T1989,C98073,2026-05-02,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1990,C38099,2026-05-02,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1991,C17559,2026-05-02,Account Question,Low,Unable to update account information,Normal Operations
T1992,C92104,2026-05-02,Return Request,Medium,Return process inquiry,Normal Operations
T1993,C77925,2026-05-02,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T1994,C51953,2026-05-03,Refund Request,Low,Requesting refund for recent purchase,Normal Operations
T1995,C26850,2026-05-03,Product Inquiry,High,Inquiry regarding product availability,Normal Operations
T1996,C770,2026-05-03,Product Inquiry,Medium,Question about product specifications,Normal Operations
T1997,C18654,2026-05-03,Account Question,High,Question regarding account settings,Normal Operations
T1998,C42400,2026-05-03,Return Request,Medium,Return process inquiry,Normal Operations
T1999,C76632,2026-05-03,Product Inquiry,Medium,Need more product information,Normal Operations
T2000,C74703,2026-05-03,Order Tracking,Medium,Order status not updated,Normal Operations
T2001,C556,2026-05-03,Refund Request,Low,Refund not processed,Normal Operations
T2002,C59275,2026-05-03,Product Inquiry,Medium,Inquiry regarding product availability,Normal Operations
T2003,C53020,2026-05-04,Return Request,Medium,Customer wants to return product,Normal Operations
T2004,C84086,2026-05-04,Order Tracking,Low,Unable to track order,Normal Operations
T2005,C79972,2026-05-04,Return Request,Medium,Need assistance with return,Normal Operations
T2006,C4382,2026-05-04,Refund Request,Medium,Refund not processed,Normal Operations
T2007,C94946,2026-05-04,Order Tracking,Low,Need tracking information,Normal Operations
T2008,C97470,2026-05-04,Return Request,Low,Need assistance with return,Normal Operations
T2009,C4582,2026-05-04,Account Question,High,Unable to update account information,Normal Operations
T2010,C50183,2026-05-04,Order Tracking,Medium,Need tracking information,Normal Operations
T2011,C13164,2026-05-04,Account Question,Low,Account related inquiry,Normal Operations
T2012,C22420,2026-05-04,Order Tracking,Low,Unable to track order,Normal Operations
T2013,C32215,2026-05-05,Product Inquiry,High,Inquiry regarding product availability,Normal Operations
T2014,C2414,2026-05-05,Account Question,Low,Account related inquiry,Normal Operations
T2015,C68105,2026-05-05,Product Inquiry,Medium,Need more product information,Normal Operations
